Nombre de sistema,Última comunicación,Versión de producto (Agent),Versión de producto (VirusScan Enterprise),Versión de DAT (VirusScan Enterprise),Tipo de SO,Versión de producto (Endpoint Security Threat Prevention),Versión de AMCore Content,Estado habilitado de OAS
S809481,14/11/18 15:00:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809483,14/11/18 15:06:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S809484,14/11/18 15:33:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809485,14/11/18 15:47:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809486,14/11/18 15:02:56 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809490,14/11/18 15:56:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809491,14/11/18 15:38:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809494,14/11/18 15:08:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809495,14/11/18 15:02:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809496,12/10/18 0:54:03 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3493.0,
S809525,14/11/18 15:05:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809526,14/11/18 15:12:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809527,8/11/18 22:35:51 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3521.0,
S809528,14/11/18 15:16:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S809850,5/11/18 23:37:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3518.0,
S809852,14/11/18 15:38:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S809853,14/11/18 15:38:52 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S809872,12/11/18 18:25:30 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
S809874,2/11/18 17:20:41 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3512.0,
S809875,12/11/18 19:01:56 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
S809876,12/11/18 20:36:23 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
S810532,14/11/18 15:30:06 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S810533,14/11/18 15:42:42 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S810828,14/11/18 15:54:04 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S810829,14/11/18 15:02:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S810830,14/11/18 15:29:29 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S810831,14/11/18 15:04:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S810832,14/11/18 15:07:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S810833,14/11/18 15:33:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S810834,14/11/18 15:07:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S810835,14/11/18 15:04:51 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S818001,14/11/18 15:10:36 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S818002,14/11/18 15:00:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S818003,14/11/18 15:04:38 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S818004,13/11/18 1:35:54 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
S818005,14/11/18 15:30:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S818006,14/11/18 15:06:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S818007,14/11/18 15:18:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S818097,14/11/18 8:46:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S818098,13/11/18 19:02:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S819001,14/11/18 3:10:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S819004,14/11/18 15:03:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S819005,14/11/18 15:37:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S819007,14/11/18 15:17:29 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S819008,14/11/18 15:35:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S819011,14/11/18 2:03:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S819018,14/11/18 15:14:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S819021,14/11/18 15:12:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S819022,14/11/18 13:13:09 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S819025,14/11/18 15:15:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3512.0,
S823001,16/10/18 16:06:35 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3452.0,
S823002,14/11/18 0:02:45 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S823003,14/11/18 2:05:17 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S823004,13/11/18 19:33:38 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S823005,14/11/18 8:20:38 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823006,14/11/18 15:24:53 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S823037,13/11/18 16:25:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S823038,14/11/18 4:34:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823039,13/11/18 17:35:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S823130,14/11/18 15:07:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823131,14/11/18 15:06:38 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823133,14/11/18 13:32:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823138,14/11/18 15:32:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823139,14/11/18 2:28:36 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S823140,23/10/18 20:09:12 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3504.0,
S823145,14/11/18 15:00:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823148,2/11/18 0:16:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3488.0,
S823149,14/11/18 15:11:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823150,14/11/18 15:16:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823152,14/11/18 15:07:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823153,14/11/18 15:24:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823154,14/11/18 15:23:09 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823155,14/11/18 15:04:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823157,13/11/18 22:59:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
S823158,14/11/18 15:05:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823159,14/11/18 15:25:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823160,14/11/18 15:55:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823161,16/10/18 21:11:48 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3498.0,
S823162,12/11/18 19:10:18 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
S823163,14/11/18 15:29:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823164,14/11/18 15:22:43 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S823165,14/11/18 15:53:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823166,14/11/18 15:02:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823167,14/11/18 15:33:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823174,14/11/18 15:03:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823175,16/10/18 18:55:13 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3491.0,
S823176,14/11/18 15:01:01 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823177,14/11/18 15:34:20 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S823178,14/11/18 15:25:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823179,16/10/18 16:43:42 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3498.0,
S823180,14/11/18 15:03:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823181,14/11/18 15:48:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
S823182,6/09/18 0:19:18 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3416.0,
S823184,14/11/18 15:14:31 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S823185,14/11/18 15:30:04 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S823186,14/11/18 15:34:45 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S823187,14/11/18 15:42:59 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S823188,14/11/18 12:44:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3525.0,
S823189,14/11/18 15:46:54 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
S823742,14/11/18 1:47:04 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
S823750,14/11/18 15:46:18 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S823758,19/09/18 19:53:41 CEST,5.0.6.220,,,Windows 10,10.5.3.3264,3470.0,
S823759,14/11/18 15:10:13 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S823760,14/11/18 15:55:12 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S823761,14/11/18 3:52:04 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3526.0,
S823763,14/11/18 15:22:26 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S823767,14/11/18 15:11:06 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S823768,14/11/18 15:56:28 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824007,14/11/18 15:22:27 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824042,14/11/18 15:40:56 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824133,14/11/18 15:41:08 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824134,11/09/18 19:52:44 CEST,5.0.6.220,,,Windows 10,10.5.3.3264,3463.0,
S824138,14/11/18 15:28:36 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824142,14/11/18 15:43:53 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3527.0,
S824146,14/11/18 15:48:24 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824177,14/11/18 0:08:33 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3526.0,
S824203,14/11/18 15:44:18 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824208,14/11/18 15:39:09 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824209,14/11/18 15:12:26 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824220,14/11/18 15:56:46 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824223,14/11/18 14:59:55 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3527.0,
S824224,14/11/18 15:10:21 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824245,14/11/18 15:01:43 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
S824246,14/11/18 15:04:52 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3526.0,
S824249,14/11/18 15:53:33 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
SMXL1520S1H,5/11/18 20:41:59 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3470.0,
SMXL74312Z0,14/11/18 15:45:13 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3527.0,
